kind,id,type_or_predicate,label_or_source,target,attrs
node,trace:kp:hdl-10568-176110,kp,Enhancing phenotyping accuracy for selection of Urochloa tolerant genotypes to red spider mite (Oligonychus trichardti),,"{""abstract"": ""ABSTRACT The red spider mites are a major biotic limitation to productivity for Brachiaria ( Urochloa spp.) grasses in tropical Eastern Africa, causing severe economic losses mainly in the dry seasons. However, due to the lack of reports of integrated pest management strategies, genetic resistance can play a crucial role in Brachiaria \u2010based livestock systems, minimising the impact of this pest. The objective of this study was to develop and validate a methodology for accurately categorising resistance responses in Urochloa genotypes to identify potential sources of resistance to the Western Kenya red spider mite Oligonychus trichardti (Meyer 1974). Accordingly, 25 genotypes of Urochloa spp. were evaluated under the infestation of O. trichardti . Response variables included mite count and percentage of plant damage 14 days after infestation. Plant damage quantification involved visual assessment using a severity scale (AVR) and two high\u2010throughput digital image analysis methodologies: one based on the threshold establishment in the RGB colour space (DTR) and another one based on image quantisation using three colour subsets (DQU). A linear regression of these methodologies demonstrated that the DTR methodology is more accurate and has higher concordance with the visual assessments, hence chosen for selecting tolerant genotypes. The genotypes evaluated did not exhibit an antibiotic effect; however, varying levels of tolerance were observed. Ultimately, six tolerant genotypes were identified. CIAT 16125 (cv. Piata) and CIAT 26646 (cv. La Libertad) exhibited the highest levels of tolerance, while CIAT 6426 and CIAT 664 were the most susceptible and are recommended as control candidates for future trials."", ""access_rights"": ""Open Access"", ""cgspace_uuid"": ""94e01098-8d7a-47e4-88d1-f31a6b5c33e2"", ""countries"": [""Kenya""], ""doi"": ""https://doi.org/10.1111/gfs.70007"", ""donors"": [], ""from_cgspace"": true, ""handle"": ""10568/176110"", ""has_fulltext"": false, ""impact_areas"": [""Nutrition, health and food security""], ""initiatives"": [""Accelerated Breeding""], ""issued"": ""2025-07"", ""license"": ""CC-BY-4.0"", ""programs"": [""Breeding for Tomorrow""], ""project_ids"": [], ""publisher"": ""Wiley"", ""regions"": [""Africa"", ""Eastern Africa"", ""Sub-Saharan Africa""], ""review_status"": ""Peer Review"", ""sdgs"": [""SDG 1 - No poverty"", ""SDG 2 - Zero hunger"", ""SDG 13 - Climate action""], ""subjects"": [""image analysis"", ""an\u00e1lisis de im\u00e1genes"", ""plant breeding"", ""host plant resistance"", ""high-throughput phenotyping"", ""fenotipado de alto rendimiento"", ""resistencia de la planta hu\u00e9sped"", ""fitomejoramiento-mejoramiento gen\u00e9tico de plantas"", ""plant damage"", ""da\u00f1o vegetal""], ""title"": ""Enhancing phenotyping accuracy for selection of Urochloa tolerant genotypes to red spider mite (Oligonychus trichardti)"", ""type"": ""Journal Article"", ""uri"": ""https://hdl.handle.net/10568/176110"", ""degree"": 15}"
node,trace:concept:l2-0120,concept,Portfolio,,"{""alt_labels"": [], ""definition"": ""\u201cCGIAR Portfolio\u201d means the research programs and/or platforms carried out by the Centers and the CGIAR System Partners in support of the CGIAR Strategy and Results Framework."", ""layer"": 2, ""pref_label"": ""Portfolio"", ""source"": ""melia_glossary"", ""status"": ""approved"", ""uri"": ""https://taxonomy.meliaf.cgiar.org/term/L2-0120"", ""degree"": 15}"
node,trace:hlo:sp01-hlo20-aow5-io3,hlo,Assess performance,,"{""aow_code"": ""AOW05"", ""budget_basis"": ""sum of the PORB HLO-sheet rows of this HLO"", ""budget_usd"": 440327.0, ""centres"": [""AfricaRice"", ""CIMMYT"", ""ICRISAT"", ""IRRI""], ""code"": ""HLO20.AOW5.IO3"", ""n_indicator_rows"": 6, ""program_code"": ""SP01"", ""degree"": 14}"
node,trace:indicator:porb-045dc5a69d99,indicator,AfricaRice — HLO11.AOW3.IO4 (custom),,"{""assumption"": ""."", ""budget_usd"": 117600.0, ""center"": ""AfricaRice"", ""countries_of_implementation"": [""Guinea"", ""Senegal"", ""Nigeria"", ""Sierra Leone"", ""C\u00f4te d'Ivoire"", ""Ghana"", ""Mali""], ""kpi_type"": ""custom"", ""program_code"": ""SP01"", ""target"": 8, ""degree"": 14}"
node,trace:indicator:porb-8472615a5bda,indicator,CIAT (Alliance) — HLO9.AOW2.IO2 (Number of innovations (innovation development)),,"{""assumption"": ""."", ""budget_usd"": 249758.0, ""center"": ""CIAT (Alliance)"", ""countries_of_implementation"": [""Lao People's Democratic Republic"", ""Nigeria"", ""Cambodia"", ""The Socialist Republic of Viet Nam""], ""kpi_type"": ""Number of innovations (innovation development)"", ""program_code"": ""SP01"", ""target"": 1, ""degree"": 14}"
node,trace:country:us,country,United States,,"{""iso2"": ""US"", ""iso3"": ""USA"", ""degree"": 14}"
node,trace:indicator:porb-5e14711f7584,indicator,IFPRI — HLO13.AOW3.IO5 (custom),,"{""assumption"": ""fcdo w2 work"", ""budget_usd"": 134000.0, ""center"": ""IFPRI"", ""countries_of_implementation"": [""Ethiopia"", ""Nigeria""], ""kpi_type"": ""custom"", ""program_code"": ""SP01"", ""target"": 2, ""degree"": 14}"
node,trace:indicator:porb-d434123967a1,indicator,IITA — HLO16.AOW4.IO3 (Number of people trained (capacity sharing for development)),,"{""assumption"": ""."", ""budget_usd"": 80000.0, ""center"": ""IITA"", ""countries_of_implementation"": [""Burkina Faso"", ""Senegal"", ""Cameroon"", ""Ghana"", ""Nigeria"", ""Niger"", ""Mali""], ""kpi_type"": ""Number of people trained (capacity sharing for development)"", ""program_code"": ""SP01"", ""target"": 14, ""degree"": 14}"
node,trace:outcome:sp01-i-oc-1-4,outcome,Breeding network actors accelerate the development of impactful products that provide large-scale benefits across the 5 Impact Areas,,"{""code"": ""I-OC 1.4."", ""geographies"": [""Global""], ""horizon"": ""interim"", ""indicator_types"": [""Proportion of Breeding Pipelines with >1% genetic gain""], ""outcome_types"": [], ""program_code"": ""SP01"", ""targets"": [52, 52, 52, 52, 52, 52, 52, 52, 52, 52], ""degree"": 14}"
node,trace:institution:clarisa-143,institution,Ethiopian Institute of Agricultural Research,,"{""acronym"": ""EIAR"", ""geographic_location"": ""Ethiopia"", ""matched"": true, ""matched_via"": ""clarisa name/acronym"", ""porb_name"": ""Ethiopian Institute of Agricultural Research"", ""hq_country_iso2"": ""ET"", ""institution_type"": ""Research organizations and universities National (NARS)"", ""is_cgiar_centre"": false, ""cgspace_name"": ""Ethiopian Institute of Agricultural Research"", ""degree"": 14}"
node,trace:result:prms-23694,result,"National research institutes in Cambodia and Laos produced 98,157 clean cassava plants using rapid multiplication tunnel technology",,"{""climate_tag_level"": ""Not targeted"", ""environment_tag_level"": ""Significant"", ""gender_tag_level"": ""Not targeted"", ""is_krs"": false, ""lead_centre"": ""Bioversity (Alliance)"", ""n_countries"": 2, ""n_evidence"": 3, ""n_partners"": 3, ""nutrition_tag_level"": ""Significant"", ""poverty_tag_level"": ""Significant"", ""program_code"": ""SP01"", ""reporting_cycle"": ""Reporting 2025"", ""result_code"": 14676, ""result_type"": ""Innovation use"", ""status"": ""Quality Assessed"", ""year"": 2025, ""degree"": 14}"
node,trace:kp:hdl-10568-174066,kp,Economic viability of scaling improved bean technologies in Burundi and Zimbabwe,,"{""doi"": ""https://doi.org/10.1002/fes3.70056"", ""fair"": {""accessible"": 1.0, ""findable"": 1.0, ""interoperable"": 0.5, ""reusable"": 1.0}, ""from_prms"": true, ""handle"": ""10568/174066"", ""kp_type"": ""Journal Article"", ""licence"": ""CC-BY-4.0"", ""uri"": ""https://hdl.handle.net/10568/174066"", ""degree"": 14}"
node,trace:result:prms-27980,result,Rice market segmentation training delivered by IRRI to agricultural experts from six provinces in Lao PDR for improved variety promotion,,"{""climate_tag_level"": ""Not targeted"", ""environment_tag_level"": ""Not targeted"", ""gender_tag_level"": ""Not targeted"", ""is_krs"": false, ""lead_centre"": ""IRRI"", ""n_countries"": 1, ""n_evidence"": 1, ""n_partners"": 2, ""nutrition_tag_level"": ""Significant"", ""poverty_tag_level"": ""Significant"", ""program_code"": ""SP01"", ""reporting_cycle"": ""Reporting 2025"", ""result_code"": 24632, ""result_type"": ""Capacity sharing for development"", ""status"": ""Quality Assessed"", ""year"": 2025, ""degree"": 14}"
node,trace:result:prms-28376,result,"Demand-Led, Grain Trader-Centered Seed System: A paradigm shift for Grain Trader-Centered Seed System",,"{""climate_tag_level"": ""Not targeted"", ""environment_tag_level"": ""Not targeted"", ""gender_tag_level"": ""Significant"", ""is_krs"": false, ""lead_centre"": ""Bioversity (Alliance)"", ""n_countries"": 4, ""n_evidence"": 1, ""n_partners"": 4, ""nutrition_tag_level"": ""Significant"", ""poverty_tag_level"": ""Significant"", ""program_code"": ""SP01"", ""reporting_cycle"": ""Reporting 2025"", ""result_code"": 25024, ""result_type"": ""Other output"", ""status"": ""Quality Assessed"", ""year"": 2025, ""degree"": 14}"
node,trace:kp:hdl-10568-179411,kp,A robust model based on root morphological and anatomical features to distinguish high and low methane emission rice varieties through machine learning approaches,,"{""abstract"": ""Rice fields are a major producer of methane, a strong greenhouse gas. However, identifying genetic variation in methane emissions among rice varieties remains challenging. This study applied association rule mining to detect key rice root morphological and anatomical traits influencing methane emissions, validated using a support vector machine. We report models which accurately classified high and low methane-emitting varieties with 98% (morphological) and 94% (anatomical) accuracy. These models effectively distinguished methane emission categories based on intrinsic trait patterns. Machine learning analysis highlighted the top 10 morphological and anatomical traits associated with methane emission levels. High methane-emitting varieties were characterized by lower middle root porosity, base root porosity, average root porosity, root diameter (RDia), and higher S-type lateral root length. Conversely, low methane-emitting varieties exhibited lower root number, tiller number, root dry weight, leaf number, and higher RDia. Anatomically, high methane-emitting varieties showed reduced lacunae number, total stele area, mean metaxylem size, metaxylem number, and metaxylem vessel area. Low methane-emitting varieties, in contrast, had higher percent aerenchyma, total stele area, ratio of total cortical area to root cross-section area, ratio of stele to root cross-section area, and aerenchyma area. The results suggest that the rhizosphere oxygenation role of root porosity and aerenchyma might predominate over the methane transport role."", ""access_rights"": ""Open Access"", ""cgspace_uuid"": ""4a88ced3-3cc6-4210-be2a-d0fe40347c5a"", ""countries"": [""Philippines""], ""doi"": ""https://doi.org/10.1093/insilicoplants/diaf017"", ""donors"": [""ICAR-IRRI Program and National Agricultural Technology Project\u2013Phase II""], ""from_cgspace"": true, ""handle"": ""10568/179411"", ""has_fulltext"": false, ""impact_areas"": [""Poverty reduction, livelihoods and jobs"", ""Nutrition, health and food security""], ""initiatives"": [], ""issued"": ""2025-10-07"", ""license"": ""CC-BY-4.0"", ""programs"": [""Breeding for Tomorrow""], ""project_ids"": [], ""publisher"": ""Oxford University Press"", ""regions"": [""South-eastern Asia""], ""review_status"": ""Peer Review"", ""sdgs"": [], ""subjects"": [""methane emission"", ""rice"", ""varieties"", ""roots"", ""morphology"", ""anatomical structures"", ""genetic variation"", ""machine learning"", ""models"", ""rice fields""], ""title"": ""A robust model based on root morphological and anatomical features to distinguish high and low methane emission rice varieties through machine learning approaches"", ""type"": ""Journal Article"", ""uri"": ""https://hdl.handle.net/10568/179411"", ""degree"": 14}"
node,trace:kp:hdl-10568-185417,kp,The StMYB55/StPYL8‐StEXLB1 Module Is Associated With Drought Tolerance and Stomatal Regulation in Potato,,"{""abstract"": ""Potato growth and development are inhibited by drought stress, which in extreme situations jeopardises tuber yield and quality. Despite progress in understanding drought stress responses, the full regulatory network remains unclear. In this study, we found that the cell wall\u2010localised expansin gene StEXLB1 was significantly induced by polyethylene glycol 6000 (PEG6000) and abscisic acid (ABA). StEXLB1\u2010Overexpression (OE) reduced stomatal density and aperture, accompanied by enhancing drought tolerance. Conversely RNA interference (RNAi) lines exhibited the opposite effects. Further investigation revealed that the transcription factor StMYB55 directly promotes StEXLB1 transcription. Notably, StMYB55\u2010OE resulted in stomatal phenotypes similar to those in StEXLB1\u2010OE lines. Conversely, StMYB55\u2010RNAi increased stomatal density and aperture, as well as reduced drought tolerance. StMYB55 interacts with the ABA receptor StPYL8 and the molecular chaperone StDnaJ3, respectively. This complex then acts to differentially suppress the transcript levels of key stomatal development factors (StSPCH and StFAMA). Genetic evidence showed that StPYL8\u2010RNAi resulted in increased stomatal density and aperture, which was associated with decreased drought tolerance in potato. Collectively, this study suggests that the StMYB55/StPYL8\u2010StEXLB1 module may participate in drought stress response, potentially via stomatal regulation, and provides candidate genes for breeding drought\u2010 tolerant potato varieties."", ""access_rights"": ""Limited Access"", ""cgspace_uuid"": ""1ad826c5-7d84-44c9-aeba-1b69f8e5dea1"", ""countries"": [""China""], ""doi"": ""https://doi.org/10.1111/pce.70864"", ""donors"": [""Key Research and Development Program of Shandong Province"", ""Agricultural Science and Technology R&D Program of Chongqing"", ""Chongqing Modern Agricultural Industry Technology System"", ""Chongqing Postdoctoral Research Project""], ""from_cgspace"": true, ""handle"": ""10568/185417"", ""has_fulltext"": false, ""impact_areas"": [""Climate adaptation and mitigation"", ""Nutrition, health and food security""], ""initiatives"": [], ""issued"": ""2026-09-03"", ""license"": ""Copyrighted; all rights reserved"", ""programs"": [""Breeding for Tomorrow"", ""Genebanks""], ""project_ids"": [], ""regions"": [""Asia"", ""Eastern Asia""], ""review_status"": ""Peer Review"", ""sdgs"": [""SDG 2 - Zero hunger"", ""SDG 13 - Climate action"", ""SDG 6 - Clean water and sanitation""], ""subjects"": [""drought stress"", ""potatoes"", ""solanum tuberosum"", ""drought tolerance"", ""stomata"", ""ABA"", ""gene expression"", ""transcription factors"", ""plant breeding"", ""water stress""], ""title"": ""The StMYB55/StPYL8\u2010StEXLB1 Module Is Associated With Drought Tolerance and Stomatal Regulation in Potato"", ""type"": ""Journal Article"", ""uri"": ""https://hdl.handle.net/10568/185417"", ""degree"": 14}"
node,trace:kp:hdl-10568-180598,kp,Building Long-term Resilience,,"{""abstract"": ""The SDMF pilot was implemented in eight villages across four drought-prone districts of Odisha\u2014Balangir, Kalahandi, Mayurbhanj, and Koraput\u2014to enhance drought resilience, farm income, and seed system sustainability. The project integrated drought-tolerant and aerobic rice varieties, mechanized Direct Seeded Rice (DSR), crop diversification into millets, pulses, and sweet corn, community-based seed systems, and strong institutional convergence, with active participation of women and youth. Improved rice varieties (BRRI Dhan75, BRRI Dhan69, Swarna Shreya, Swarna Samriddhi) recorded yield gains of 1.0\u20132.25 t/ha over local checks, while mechanized DSR reduced cultivation costs by \u20b93,920\u20134,420 per acre. Crop diversification and fallow land utilization generated significant additional income, particularly from pulses. Seed system strengthening through farmer training and community-managed plots enhanced local seed availability. Women\u2019s engagement in seed production, nutrition gardens, and poultry enterprises improved income and dietary diversity. The pilot demonstrates a scalable, climate-resilient model for drought-affected regions."", ""access_rights"": ""Open Access"", ""cgspace_uuid"": ""73b7de68-1f83-4c21-9dc1-c37da8c6d7db"", ""countries"": [""India""], ""donors"": [], ""from_cgspace"": true, ""handle"": ""10568/180598"", ""has_fulltext"": false, ""impact_areas"": [], ""initiatives"": [], ""issued"": ""2025"", ""license"": ""CC-BY-NC-SA-4.0"", ""programs"": [""Breeding for Tomorrow""], ""project_ids"": [], ""publisher"": ""International Rice Research Institute"", ""regions"": [""Southern Asia""], ""review_status"": ""Internal Review"", ""sdgs"": [], ""subjects"": [""rice"", ""drought tolerance"", ""direct seeding"", ""climate resilience"", ""crop diversification"", ""seed systems"", ""community seed banks"", ""varieties"", ""women farmers"", ""farm income""], ""title"": ""Building Long-term Resilience"", ""type"": ""Brief"", ""uri"": ""https://hdl.handle.net/10568/180598"", ""degree"": 14}"
